"選區(95-100年)","議員","年","建議筆數","建議金額(單位：千元)","顧別人建議金額(千元)","顧別人人均建議金額(千元)","族群別","性別","政黨","族群","委員會召集人","委員會副召集人","召集人","委員會召集人類別","縣長、議員與鄉鎮市首長選舉年","勝選幅度DQ","選區規模","選區類型","人口數","政治獻金金額 (單位：千元)","資深程度","自由財源","自由財源比","代表性 （單位：千）","所屬選區鄉鎮市","利益座落地點（鄉鎮市）"
"臺東縣第三選區","張順貴",98,41,4503.32,37,35.35,"漢族",1,1,0,0,1,1,4,1,1.142997889,2,2,32795,208,2,10.01089764,0.1001089764,0.01,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",98,48,3532.73,95,90.75,"漢族",1,0,0,0,0,0,0,1,0.9665024631,2,2,32795,0,0,10.01089764,0.1001089764,0.01,"東河鄉、成功鎮、長濱鄉","鹿野鄉"
"臺東縣第三選區","許進榮",98,48,3532.73,45,42.99,"漢族",1,0,0,0,0,0,0,1,0.9665024631,2,2,32795,0,0,10.01089764,0.1001089764,0.01,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",98,48,3532.73,70,66.87,"漢族",1,0,0,0,0,0,0,1,0.9665024631,2,2,32795,0,0,10.01089764,0.1001089764,0.01,"東河鄉、成功鎮、長濱鄉","鹿野鄉"
"臺東縣第三選區","許進榮",98,48,3532.73,50,47.77,"漢族",1,0,0,0,0,0,0,1,0.9665024631,2,2,32795,0,0,10.01089764,0.1001089764,0.01,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第九選區","陳幸民",98,1,47.77,250,238.83,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","長濱鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,220,210.17,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","東河鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,300,286.59,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第九選區","陳幸民",98,1,47.77,70,66.87,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","東河鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,400,382.12,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第九選區","陳幸民",98,1,47.77,200,191.06,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第九選區","陳幸民",98,1,47.77,300,286.59,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第九選區","陳幸民",98,1,47.77,100,95.53,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","東河鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,400,382.12,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","長濱鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,450,429.89,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第九選區","陳幸民",98,1,47.77,99,94.58,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","東河鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,96,91.71,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第九選區","陳幸民",98,1,47.77,98,93.62,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","長濱鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,178,170.04,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第九選區","陳幸民",98,1,47.77,200,191.06,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第九選區","陳幸民",98,1,47.77,200,191.06,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","東河鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,150,143.3,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","長濱鄉"
"臺東縣第九選區","陳幸民",98,1,47.77,140,133.74,"阿美族",1,1,1,0,1,1,1,1,0.6966966967,3,4,18410,0,0,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","東河鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,170,162.4,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","太麻里鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,74,70.69,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,50,47.77,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","鹿野鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,26,24.84,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,93,88.84,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,170,162.4,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","太麻里鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,50,47.77,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","鹿野鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,95,90.75,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,32,30.57,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","成功鎮"
"臺東縣第一選區","陳顯興",98,22,1826.55,100,95.53,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,33,31.53,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,66,63.05,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","陳顯興",98,22,1826.55,100,95.53,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第一選區","陳顯興",98,22,1826.55,40,38.21,"漢族",1,1,0,1,0,1,4,1,0.6711956522,10,2,116401,1100,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","鹿野鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,49,46.81,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,90,85.98,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,95,90.75,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,99,94.58,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","延平鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,442,422.25,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","長濱鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,200,191.06,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","鹿野鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,90,85.98,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","延平鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,92,87.89,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","成功鎮"
"臺東縣第一選區","黃秋",98,16,1504.61,90,85.98,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","黃秋",98,16,1504.61,95,90.75,"漢族",0,0,0,1,0,1,3,1,0.8189229249,10,2,116401,336.5,4,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","海端鄉"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第七選區","蔡義勇",98,14,2365.34,90,85.98,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","關山鎮"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","關山鎮"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第七選區","蔡義勇",98,14,2365.34,200,191.06,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","池上鄉"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","海端鄉"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","延平鄉"
"臺東縣第七選區","蔡義勇",98,14,2365.34,400,382.12,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","關山鎮"
"臺東縣第七選區","蔡義勇",98,14,2365.34,99,94.58,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第七選區","蔡義勇",98,14,2365.34,100,95.53,"排灣族",1,0,1,0,0,0,0,1,0.7970921873,2,4,14549,110,2,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,100,95.53,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,96,91.71,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,99,94.58,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,70,66.87,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,99,94.58,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,650,620.95,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,98,93.62,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,99,94.58,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","成功鎮"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,145,138.52,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,35,33.44,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,100,95.53,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,100,95.53,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,180,171.96,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,81,77.38,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,70,66.87,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,95,90.75,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,50,47.77,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,100,95.53,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,100,95.53,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,36,34.39,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,30,28.66,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,85,81.2,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,76,72.6,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","賴嘉祥",98,17,1492.19,100,95.53,"漢族",1,0,0,1,0,1,2,1,0.6427865613,10,2,116401,694.25,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,99,94.58,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,96,91.71,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,500,477.65,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,99,94.58,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,99,94.58,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,180,171.96,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,50,47.77,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,180,171.96,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,50,47.77,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,100,95.53,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","謝明珠",98,8,646.74,100,95.53,"漢族",0,0,0,0,0,0,0,1,0.8653656126,10,2,116401,0,2,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第九選區","嚴亞美",98,35,3758.18,50,47.77,"阿美族",0,1,1,0,0,0,0,1,1.028665029,3,4,18410,114.02,1,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第九選區","嚴亞美",98,35,3758.18,60,57.32,"阿美族",0,1,1,0,0,0,0,1,1.028665029,3,4,18410,114.02,1,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,95,90.75,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,95,90.75,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","大武鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,90,85.98,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","長濱鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,32,30.57,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,115,109.86,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","池上鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,99,94.58,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","長濱鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,95,90.75,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","長濱鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,95,90.75,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,98,93.62,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,80,76.42,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","長濱鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,50,47.77,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","饒慶鈴",98,27,1743.44,95,90.75,"漢族",0,1,0,0,1,1,6,1,0.7519762846,10,2,116401,0,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","大武鄉"
"臺東縣第六選區","王清堅",99,8,1320.51,50,47.26,"阿美族",1,1,1,1,0,1,1,0,0.8916715201,3,4,18727,275.06775,3,55.10461026,0.5510461026,0.06,"台東市","關山鎮"
"臺東縣第六選區","王清堅",99,8,1320.51,97,91.69,"阿美族",1,1,1,1,0,1,1,0,0.8916715201,3,4,18727,275.06775,3,55.10461026,0.5510461026,0.06,"台東市","關山鎮"
"臺東縣第六選區","王清堅",99,8,1320.51,100,94.53,"阿美族",1,1,1,1,0,1,1,0,0.8916715201,3,4,18727,275.06775,3,55.10461026,0.5510461026,0.06,"台東市","卑南鄉"
"臺東縣第六選區","王清堅",99,8,1320.51,99,93.58,"阿美族",1,1,1,1,0,1,1,0,0.8916715201,3,4,18727,275.06775,3,55.10461026,0.5510461026,0.06,"台東市","關山鎮"
